"Order ID","Customer ID","Platform","Order Date & Time","Promised Delivery (Minutes)","Actual Delivery (Minutes)","Product Category","Order Value (INR)","Items Count","Customer Feedback","Service Rating","Delivery Delay","Refund Requested"
"ORD044350","CUST0038","JioMart","2024-12-11 17:16:15","23","29","Dairy","536","5","Product arrived damaged.","3","Yes","Yes"
"ORD044351","CUST0002","Blinkit","2024-12-11 17:17:14","26","22","Grocery","345","2","Great value for money.","5","No","No"
"ORD044352","CUST0001","JioMart","2024-12-11 17:17:14","28","20","Snacks","193","4","Delivery was a little slow but acceptable.","3","No","No"
"ORD044353","CUST0001","JioMart","2024-12-11 17:21:24","26","21","Snacks","253","2","Great value for money.","5","No","No"
"ORD044354","CUST0003","Blinkit","2024-12-11 17:22:13","20","8","Grocery","986","4","Great value for money.","5","No","No"
"ORD044355","CUST0001","Blinkit","2024-12-11 17:24:00","23","13","Dairy","507","2","Delivery was a little slow but acceptable.","5","No","No"
"ORD044356","CUST0100","Swiggy Instamart","2024-12-11 17:24:31","33","29","Personal Care","407","4","Product quality was average.","3","No","No"
"ORD044357","CUST0003","Blinkit","2024-12-11 17:24:48","33","47","Personal Care","615","2","Product quality was average.","2","Yes","Yes"
"ORD044358","CUST0003","JioMart","2024-12-11 17:25:22","23","17","Beverages","408","4","Great value for money.","4","No","No"
"ORD044359","CUST2335","JioMart","2024-12-11 17:25:46","19","10","Grocery","900","6","Not fresh, disappointed.","1","No","Yes"
"ORD044360","CUST0002","Blinkit","2024-12-11 17:26:10","29","24","Beverages","394","6","Easy to order, loved it!","4","No","No"
"ORD044361","CUST0001","Blinkit","2024-12-11 17:26:20","30","25","Dairy","191","5","Excellent experience!","4","No","No"
"ORD044362","CUST0001","Swiggy Instamart","2024-12-11 17:26:50","24","20","Snacks","247","3","Smooth ordering and quick delivery.","3","No","No"
"ORD044363","CUST0003","Swiggy Instamart","2024-12-11 17:27:11","29","26","Snacks","565","7","Good quality products.","4","No","No"
"ORD044364","CUST0001","Blinkit","2024-12-11 17:29:07","30","26","Snacks","375","6","Packaging could be better.","5","No","No"
"ORD044365","CUST0057","Blinkit","2024-12-11 17:30:38","27","24","Snacks","118","5","Decent experience overall.","3","No","No"
"ORD044366","CUST0009","Blinkit","2024-12-11 17:30:56","35","30","Personal Care","1425","3","Decent experience overall.","3","No","No"
"ORD044367","CUST0003","Blinkit","2024-12-11 17:31:02","34","31","Snacks","348","6","Order was okay, nothing special.","4","No","No"
"ORD044368","CUST0001","Blinkit","2024-12-11 17:31:51","39","37","Personal Care","855","3","Smooth ordering and quick delivery.","4","No","No"
"ORD044369","CUST0001","Swiggy Instamart","2024-12-11 17:33:12","34","25","Personal Care","354","3","Delivery was a little slow but acceptable.","3","No","No"
"ORD044370","CUST0001","JioMart","2024-12-11 17:37:18","30","28","Dairy","185","5","Fast delivery, great service!","5","No","No"
"ORD044371","CUST0001","JioMart","2024-12-11 17:38:47","24","19","Grocery","505","6","Delivery was a little slow but acceptable.","5","No","No"
"ORD044372","CUST0002","Blinkit","2024-12-11 17:39:57","28","19","Dairy","145","3","Smooth ordering and quick delivery.","5","No","No"
"ORD044373","CUST0001","Swiggy Instamart","2024-12-11 17:40:06","16","11","Grocery","945","3","Packaging could be better.","3","No","No"
"ORD044374","CUST0001","Blinkit","2024-12-11 17:41:20","37","35","Personal Care","362","1","Easy to order, loved it!","4","No","No"
"ORD044375","CUST0001","Swiggy Instamart","2024-12-11 17:42:39","28","23","Dairy","394","4","Items missing from order.","2","No","Yes"
"ORD044376","CUST0006","Blinkit","2024-12-11 17:42:50","21","17","Beverages","423","2","Excellent experience!","4","No","No"
"ORD044377","CUST0001","Blinkit","2024-12-11 17:43:17","31","47","Snacks","747","4","Very late delivery, not happy.","2","Yes","Yes"
"ORD044378","CUST0001","JioMart","2024-12-11 17:43:47","24","16","Dairy","337","5","Order was okay, nothing special.","3","No","No"
"ORD044379","CUST0017","Blinkit","2024-12-11 17:45:33","34","29","Fruits & Vegetables","223","6","Will definitely order again!","4","No","No"
"ORD044380","CUST0004","Blinkit","2024-12-11 17:45:34","21","18","Grocery","478","5","Very satisfied with the service.","5","No","No"
"ORD044381","CUST0020","JioMart","2024-12-11 17:45:41","37","29","Fruits & Vegetables","1032","3","Horrible experience, never ordering again.","4","No","No"
"ORD044382","CUST0003","Blinkit","2024-12-11 17:47:33","16","32","Grocery","464","4","Horrible experience, never ordering again.","4","Yes","Yes"
"ORD044383","CUST0001","JioMart","2024-12-11 17:47:37","26","21","Beverages","634","4","Delayed and poor communication.","3","No","No"
"ORD044384","CUST0001","Blinkit","2024-12-11 17:47:50","18","11","Grocery","513","6","Easy to order, loved it!","4","No","No"
"ORD044385","CUST0001","JioMart","2024-12-11 17:48:07","34","29","Fruits & Vegetables","274","4","Excellent experience!","4","No","No"
"ORD044386","CUST0002","Blinkit","2024-12-11 17:48:21","28","24","Beverages","514","4","Good quality products.","5","No","No"
"ORD044387","CUST0003","JioMart","2024-12-11 17:50:03","30","28","Snacks","414","10","Delayed and poor communication.","3","No","Yes"
"ORD044388","CUST0001","JioMart","2024-12-11 17:50:12","33","30","Personal Care","485","3","Packaging could be better.","5","No","No"
"ORD044389","CUST0001","Swiggy Instamart","2024-12-11 17:50:17","28","67","Snacks","289","4","Delayed and poor communication.","2","Yes","Yes"
"ORD044390","CUST3081","JioMart","2024-12-11 17:52:08","23","18","Grocery","378","5","Great value for money.","4","No","No"
"ORD044391","CUST0001","Swiggy Instamart","2024-12-11 17:52:22","32","28","Fruits & Vegetables","144","5","Items missing from order.","2","No","No"
"ORD044392","CUST0001","Blinkit","2024-12-11 17:53:03","38","59","Fruits & Vegetables","452","3","Horrible experience, never ordering again.","1","Yes","Yes"
"ORD044393","CUST0001","JioMart","2024-12-11 17:54:10","26","16","Snacks","665","5","Decent experience overall.","4","No","Yes"
"ORD044394","CUST0002","Blinkit","2024-12-11 17:54:13","21","14","Beverages","758","6","Order was okay, nothing special.","5","No","No"
"ORD044395","CUST0002","JioMart","2024-12-11 17:54:45","39","32","Fruits & Vegetables","294","3","Great value for money.","4","No","No"
"ORD044396","CUST0001","JioMart","2024-12-11 18:00:22","22","40","Dairy","305","4","Decent experience overall.","3","Yes","No"
"ORD044397","CUST0001","Blinkit","2024-12-11 18:00:43","26","22","Beverages","571","5","Horrible experience, never ordering again.","2","No","Yes"
"ORD044398","CUST0001","Blinkit","2024-12-11 18:01:12","24","22","Grocery","284","8","Delivery person was rude.","3","No","No"
"ORD044399","CUST0001","Blinkit","2024-12-11 18:01:43","27","42","Beverages","478","8","Fast delivery, great service!","3","Yes","No"
"ORD044400","CUST0012","Blinkit","2024-12-11 18:02:07","18","7","Grocery","317","4","Items missing from order.","3","No","No"
"ORD044401","CUST0002","JioMart","2024-12-11 18:02:28","25","13","Dairy","411","8","Easy to order, loved it!","5","No","No"
"ORD044402","CUST0001","Blinkit","2024-12-11 18:03:02","18","15","Grocery","617","8","Great value for money.","5","No","No"
"ORD044403","CUST0002","JioMart","2024-12-11 18:03:26","35","32","Fruits & Vegetables","381","4","Fast delivery, great service!","4","No","No"
"ORD044404","CUST0005","JioMart","2024-12-11 18:03:35","31","26","Beverages","480","5","Packaging could be better.","4","No","No"
"ORD044405","CUST0002","JioMart","2024-12-11 18:05:49","25","18","Grocery","731","3","Fast delivery, great service!","4","No","No"
"ORD044406","CUST0029","Blinkit","2024-12-11 18:07:20","25","23","Snacks","259","3","Delayed and poor communication.","2","No","Yes"
"ORD044407","CUST0005","JioMart","2024-12-11 18:07:31","36","41","Personal Care","855","3","Decent experience overall.","3","Yes","Yes"
"ORD044408","CUST0002","JioMart","2024-12-11 18:07:39","19","16","Grocery","805","8","Will definitely order again!","4","No","No"
"ORD044409","CUST0001","Blinkit","2024-12-11 18:07:40","21","15","Grocery","1108","6","Fast delivery, great service!","4","No","No"
"ORD044410","CUST0012","JioMart","2024-12-11 18:10:23","34","22","Fruits & Vegetables","499","5","Easy to order, loved it!","4","No","No"
"ORD044411","CUST0001","Blinkit","2024-12-11 18:10:28","40","29","Fruits & Vegetables","431","5","Delivery was a little slow but acceptable.","3","No","No"
"ORD044412","CUST0006","JioMart","2024-12-11 18:10:41","27","22","Snacks","334","9","Product quality was average.","5","No","No"
"ORD044413","CUST0002","JioMart","2024-12-11 18:10:53","34","28","Personal Care","839","2","Easy to order, loved it!","4","No","No"
"ORD044414","CUST0001","JioMart","2024-12-11 18:11:11","24","18","Beverages","285","3","Product arrived damaged.","5","No","Yes"
"ORD044415","CUST0001","Blinkit","2024-12-11 18:13:26","40","37","Fruits & Vegetables","479","2","Decent experience overall.","3","No","Yes"
"ORD044416","CUST0001","Blinkit","2024-12-11 18:14:03","14","8","Grocery","523","2","Product arrived damaged.","1","No","Yes"
"ORD044417","CUST0018","JioMart","2024-12-11 18:14:35","26","22","Grocery","829","3","Great value for money.","5","No","No"
"ORD044418","CUST0001","Swiggy Instamart","2024-12-11 18:15:12","31","28","Personal Care","383","3","Great value for money.","4","No","No"
"ORD044419","CUST0001","Swiggy Instamart","2024-12-11 18:15:14","34","21","Beverages","574","6","Great value for money.","4","No","No"
"ORD044420","CUST0001","Swiggy Instamart","2024-12-11 18:15:25","24","17","Dairy","429","3","Very satisfied with the service.","5","No","No"
"ORD044421","CUST0002","Swiggy Instamart","2024-12-11 18:15:30","26","21","Grocery","741","5","Very satisfied with the service.","3","No","No"
"ORD044422","CUST0001","Swiggy Instamart","2024-12-11 18:15:44","28","24","Beverages","533","6","Very satisfied with the service.","5","No","No"
"ORD044423","CUST0001","Blinkit","2024-12-11 18:16:03","22","18","Grocery","836","5","Good quality products.","4","No","No"
"ORD044424","CUST0051","JioMart","2024-12-11 18:16:27","26","49","Beverages","652","9","Packaging could be better.","2","Yes","No"
"ORD044425","CUST0002","Blinkit","2024-12-11 18:17:13","39","35","Fruits & Vegetables","561","3","Excellent experience!","5","No","No"
"ORD044426","CUST0005","Blinkit","2024-12-11 18:17:17","28","23","Snacks","574","3","Packaging could be better.","3","No","No"
"ORD044427","CUST0003","Blinkit","2024-12-11 18:18:32","35","33","Personal Care","974","5","Product quality was average.","5","No","No"
"ORD044428","CUST0012","Blinkit","2024-12-11 18:19:52","36","33","Fruits & Vegetables","191","5","Product quality was average.","3","No","No"
"ORD044429","CUST0001","Swiggy Instamart","2024-12-11 18:20:20","37","22","Fruits & Vegetables","293","2","Great value for money.","4","No","No"
"ORD044430","CUST0002","Blinkit","2024-12-11 18:20:46","37","34","Fruits & Vegetables","418","4","Product quality was average.","4","No","Yes"
"ORD044431","CUST0005","Swiggy Instamart","2024-12-11 18:21:07","22","9","Grocery","853","6","Fast delivery, great service!","3","No","No"
"ORD044432","CUST0001","Swiggy Instamart","2024-12-11 18:21:33","38","32","Personal Care","384","4","Very satisfied with the service.","4","No","No"
"ORD044433","CUST0007","JioMart","2024-12-11 18:23:08","39","33","Personal Care","875","2","Good quality products.","4","No","Yes"
"ORD044434","CUST0001","Blinkit","2024-12-11 18:23:31","25","18","Dairy","413","7","Smooth ordering and quick delivery.","4","No","No"
"ORD044435","CUST0001","Swiggy Instamart","2024-12-11 18:24:46","36","26","Fruits & Vegetables","355","4","Fast delivery, great service!","3","No","No"
"ORD044436","CUST0004","JioMart","2024-12-11 18:25:05","25","20","Beverages","222","7","Easy to order, loved it!","4","No","No"
"ORD044437","CUST0001","JioMart","2024-12-11 18:26:42","29","24","Beverages","164","4","Fast delivery, great service!","3","No","No"
"ORD044438","CUST0037","Blinkit","2024-12-11 18:27:29","23","16","Grocery","354","5","Delivery was a little slow but acceptable.","3","No","No"
"ORD044439","CUST0002","Blinkit","2024-12-11 18:28:01","29","23","Grocery","650","5","Wrong item delivered.","4","No","No"
"ORD044440","CUST0001","Swiggy Instamart","2024-12-11 18:29:21","21","17","Beverages","334","7","Fast delivery, great service!","4","No","No"
"ORD044441","CUST0001","Blinkit","2024-12-11 18:30:01","35","32","Fruits & Vegetables","675","3","Will definitely order again!","4","No","Yes"
"ORD044442","CUST0001","Swiggy Instamart","2024-12-11 18:30:59","34","31","Personal Care","382","5","Excellent experience!","4","No","No"
"ORD044443","CUST0021","Swiggy Instamart","2024-12-11 18:31:52","34","43","Snacks","237","5","Good quality products.","3","Yes","No"
"ORD044444","CUST0001","Blinkit","2024-12-11 18:33:26","35","27","Personal Care","290","2","Wrong item delivered.","2","No","No"
"ORD044445","CUST0168","Swiggy Instamart","2024-12-11 18:33:28","32","47","Personal Care","397","3","Order was okay, nothing special.","3","Yes","Yes"
"ORD044446","CUST0001","Blinkit","2024-12-11 18:34:23","27","22","Snacks","641","5","Excellent experience!","5","No","No"
"ORD044447","CUST0005","Blinkit","2024-12-11 18:34:29","34","31","Personal Care","368","4","Product arrived damaged.","3","No","No"
"ORD044448","CUST0307","Swiggy Instamart","2024-12-11 18:35:01","21","15","Grocery","707","3","Packaging could be better.","3","No","No"
"ORD044449","CUST0065","JioMart","2024-12-11 18:35:58","28","24","Dairy","675","4","Decent experience overall.","2","No","Yes"
"ORD044450","CUST0004","JioMart","2024-12-11 18:36:33","23","21","Grocery","1015","2","Easy to order, loved it!","4","No","No"
"ORD044451","CUST0001","Blinkit","2024-12-11 18:36:44","40","30","Personal Care","441","2","Smooth ordering and quick delivery.","3","No","No"
"ORD044452","CUST0006","JioMart","2024-12-11 18:37:17","35","32","Personal Care","496","1","Good quality products.","5","No","No"
"ORD044453","CUST0001","Blinkit","2024-12-11 18:38:15","36","33","Personal Care","407","4","Smooth ordering and quick delivery.","4","No","No"
"ORD044454","CUST0481","Blinkit","2024-12-11 18:39:19","20","40","Grocery","291","5","Wrong item delivered.","2","Yes","No"
"ORD044455","CUST0033","Swiggy Instamart","2024-12-11 18:40:03","35","54","Fruits & Vegetables","852","2","Quick and reliable!","4","Yes","Yes"
"ORD044456","CUST0004","Swiggy Instamart","2024-12-11 18:40:15","26","19","Snacks","493","4","Easy to order, loved it!","4","No","No"
"ORD044457","CUST0019","JioMart","2024-12-11 18:41:16","38","29","Fruits & Vegetables","231","5","Packaging could be better.","3","No","Yes"
"ORD044458","CUST0002","Blinkit","2024-12-11 18:41:20","35","33","Fruits & Vegetables","566","3","Very satisfied with the service.","5","No","No"
"ORD044459","CUST0028","Blinkit","2024-12-11 18:42:33","36","28","Personal Care","228","2","Excellent experience!","4","No","No"
"ORD044460","CUST0002","Blinkit","2024-12-11 18:42:50","30","21","Beverages","235","5","Delivery was a little slow but acceptable.","5","No","No"
"ORD044461","CUST0074","Blinkit","2024-12-11 18:43:10","25","22","Dairy","143","4","Great value for money.","4","No","No"
"ORD044462","CUST0002","JioMart","2024-12-11 18:43:15","24","38","Dairy","367","6","Delivery person was rude.","2","Yes","Yes"
"ORD044463","CUST0014","Swiggy Instamart","2024-12-11 18:44:17","29","26","Snacks","803","5","Product quality was average.","3","No","No"
"ORD044464","CUST0004","Swiggy Instamart","2024-12-11 18:45:34","23","15","Dairy","539","4","Product arrived damaged.","2","No","Yes"
"ORD044465","CUST0014","Blinkit","2024-12-11 18:47:04","21","15","Beverages","289","3","Quick and reliable!","5","No","No"
"ORD044466","CUST0001","Blinkit","2024-12-11 18:47:11","29","27","Snacks","419","6","Excellent experience!","4","No","No"
"ORD044467","CUST0008","Swiggy Instamart","2024-12-11 18:47:17","34","54","Fruits & Vegetables","300","1","Quick and reliable!","3","Yes","Yes"
"ORD044468","CUST0003","Blinkit","2024-12-11 18:49:08","29","21","Dairy","646","3","Cold items arrived melted.","4","No","No"
"ORD044469","CUST0001","Swiggy Instamart","2024-12-11 18:49:34","30","19","Snacks","480","4","Smooth ordering and quick delivery.","4","No","No"
"ORD044470","CUST0019","Blinkit","2024-12-11 18:50:04","24","7","Beverages","976","8","Order was okay, nothing special.","3","No","No"
"ORD044471","CUST0001","Blinkit","2024-12-11 18:50:39","30","65","Snacks","185","3","Smooth ordering and quick delivery.","4","Yes","No"
"ORD044472","CUST0027","Swiggy Instamart","2024-12-11 18:51:42","29","37","Dairy","321","2","Order was okay, nothing special.","4","Yes","No"
"ORD044473","CUST0003","JioMart","2024-12-11 18:51:59","20","15","Grocery","1041","3","Very satisfied with the service.","5","No","No"
"ORD044474","CUST0009","Swiggy Instamart","2024-12-11 18:52:35","27","25","Beverages","409","7","Excellent experience!","5","No","No"
"ORD044475","CUST0006","Blinkit","2024-12-11 18:52:51","19","15","Grocery","278","3","Product quality was average.","3","No","No"
"ORD044476","CUST0008","Swiggy Instamart","2024-12-11 18:52:51","36","31","Fruits & Vegetables","222","2","Decent experience overall.","3","No","No"
"ORD044477","CUST0001","Swiggy Instamart","2024-12-11 18:53:15","24","15","Dairy","269","6","Very satisfied with the service.","4","No","No"
"ORD044478","CUST0001","JioMart","2024-12-11 18:53:24","25","19","Beverages","417","5","Delivery was a little slow but acceptable.","3","No","No"
"ORD044479","CUST0002","Blinkit","2024-12-11 18:55:30","38","44","Fruits & Vegetables","541","5","Items missing from order.","2","Yes","No"
"ORD044480","CUST0001","JioMart","2024-12-11 18:56:08","22","40","Grocery","566","7","Wrong item delivered.","2","Yes","No"
"ORD044481","CUST0001","Swiggy Instamart","2024-12-11 18:56:16","30","26","Snacks","335","4","Easy to order, loved it!","4","No","No"
"ORD044482","CUST0001","Blinkit","2024-12-11 18:56:49","24","18","Grocery","850","4","Good quality products.","5","No","No"
"ORD044483","CUST0028","JioMart","2024-12-11 18:57:17","18","13","Grocery","2000","3","Good quality products.","4","No","No"
"ORD044484","CUST0001","JioMart","2024-12-11 18:57:31","34","61","Personal Care","472","2","Very late delivery, not happy.","1","Yes","Yes"
"ORD044485","CUST0001","JioMart","2024-12-11 18:57:43","32","30","Fruits & Vegetables","267","4","Product quality was average.","3","No","No"
"ORD044486","CUST0001","JioMart","2024-12-11 18:58:01","32","29","Snacks","573","4","Order was okay, nothing special.","3","No","No"
"ORD044487","CUST0045","Blinkit","2024-12-11 18:58:02","24","21","Grocery","387","3","Not fresh, disappointed.","3","No","No"
"ORD044488","CUST0001","Blinkit","2024-12-11 18:59:24","30","24","Snacks","165","7","Good quality products.","5","No","No"
"ORD044489","CUST0013","Swiggy Instamart","2024-12-11 18:59:26","31","29","Personal Care","263","3","Packaging could be better.","4","No","No"
"ORD044490","CUST0001","Swiggy Instamart","2024-12-11 18:59:28","32","26","Snacks","223","6","Packaging could be better.","5","No","No"
"ORD044491","CUST0058","Swiggy Instamart","2024-12-11 18:59:55","28","19","Snacks","278","2","Delivery was a little slow but acceptable.","3","No","No"
"ORD044492","CUST0010","Swiggy Instamart","2024-12-11 19:00:02","20","7","Grocery","704","6","Very late delivery, not happy.","3","No","No"
"ORD044493","CUST0014","Swiggy Instamart","2024-12-11 19:01:05","27","25","Grocery","1351","4","Will definitely order again!","5","No","No"
"ORD044494","CUST0001","Blinkit","2024-12-11 19:01:10","33","26","Fruits & Vegetables","341","3","Easy to order, loved it!","4","No","No"
"ORD044495","CUST0001","Swiggy Instamart","2024-12-11 19:01:16","32","23","Snacks","286","7","Good quality products.","2","No","Yes"
"ORD044496","CUST0003","Blinkit","2024-12-11 19:01:30","25","22","Dairy","288","2","Excellent experience!","4","No","No"
"ORD044497","CUST0001","JioMart","2024-12-11 19:01:41","32","24","Snacks","128","5","Will definitely order again!","2","No","No"
"ORD044498","CUST0001","Blinkit","2024-12-11 19:01:53","19","13","Dairy","362","5","Great value for money.","3","No","No"
"ORD044499","CUST0001","Blinkit","2024-12-11 19:02:52","35","49","Personal Care","1627","2","Delivery person was rude.","3","Yes","No"
"ORD044500","CUST0048","Blinkit","2024-12-11 19:03:43","24","21","Dairy","265","1","Decent experience overall.","3","No","No"
"ORD044501","CUST0003","JioMart","2024-12-11 19:04:46","36","50","Personal Care","996","4","Order was okay, nothing special.","5","Yes","No"
"ORD044502","CUST0004","Blinkit","2024-12-11 19:04:59","24","20","Dairy","619","4","Great value for money.","4","No","No"
"ORD044503","CUST0001","JioMart","2024-12-11 19:05:16","28","23","Dairy","760","6","Packaging could be better.","4","No","Yes"
"ORD044504","CUST0001","JioMart","2024-12-11 19:05:32","22","18","Grocery","860","6","Very satisfied with the service.","4","No","No"
"ORD044505","CUST0001","JioMart","2024-12-11 19:05:54","28","18","Beverages","491","4","Great value for money.","5","No","No"
"ORD044506","CUST0001","Swiggy Instamart","2024-12-11 19:06:38","27","24","Dairy","257","2","Will definitely order again!","3","No","No"
"ORD044507","CUST0038","Blinkit","2024-12-11 19:07:17","33","29","Personal Care","554","4","Good quality products.","4","No","No"
"ORD044508","CUST0001","JioMart","2024-12-11 19:07:26","34","30","Personal Care","585","6","Easy to order, loved it!","4","No","No"
"ORD044509","CUST0002","JioMart","2024-12-11 19:07:29","23","12","Beverages","688","7","Fast delivery, great service!","4","No","No"
"ORD044510","CUST0001","JioMart","2024-12-11 19:08:03","35","28","Personal Care","522","2","Quick and reliable!","5","No","No"
"ORD044511","CUST0064","Swiggy Instamart","2024-12-11 19:08:23","34","30","Fruits & Vegetables","165","3","Horrible experience, never ordering again.","3","No","No"
"ORD044512","CUST0001","Swiggy Instamart","2024-12-11 19:09:50","22","17","Dairy","332","4","Fast delivery, great service!","4","No","No"
"ORD044513","CUST0001","Blinkit","2024-12-11 19:10:08","38","48","Personal Care","995","1","Horrible experience, never ordering again.","2","Yes","Yes"
"ORD044514","CUST0002","Blinkit","2024-12-11 19:10:13","24","22","Grocery","820","4","Delivery was a little slow but acceptable.","4","No","No"
"ORD044515","CUST0002","Blinkit","2024-12-11 19:10:34","28","21","Dairy","336","6","Decent experience overall.","3","No","No"
"ORD044516","CUST0001","Blinkit","2024-12-11 19:11:13","25","13","Grocery","1945","4","Decent experience overall.","3","No","No"
"ORD044517","CUST0004","Blinkit","2024-12-11 19:11:20","40","38","Fruits & Vegetables","489","2","Very satisfied with the service.","3","No","No"
"ORD044518","CUST0005","Swiggy Instamart","2024-12-11 19:11:21","21","16","Grocery","576","6","Good quality products.","3","No","No"
"ORD044519","CUST0008","Swiggy Instamart","2024-12-11 19:11:21","24","16","Dairy","187","2","Packaging could be better.","4","No","No"
"ORD044520","CUST0001","JioMart","2024-12-11 19:11:54","28","23","Snacks","561","4","Will definitely order again!","5","No","No"
"ORD044521","CUST0126","Blinkit","2024-12-11 19:12:03","26","20","Grocery","705","7","Fast delivery, great service!","5","No","No"
"ORD044522","CUST0004","Blinkit","2024-12-11 19:12:49","25","16","Beverages","676","7","Cold items arrived melted.","2","No","Yes"
"ORD044523","CUST0001","Blinkit","2024-12-11 19:13:37","23","20","Dairy","865","5","Smooth ordering and quick delivery.","5","No","No"
"ORD044524","CUST0002","Blinkit","2024-12-11 19:18:57","35","32","Fruits & Vegetables","387","6","Cold items arrived melted.","2","No","Yes"
"ORD044525","CUST0010","JioMart","2024-12-11 19:20:34","23","17","Beverages","999","4","Easy to order, loved it!","4","No","No"
"ORD044526","CUST0005","JioMart","2024-12-11 19:21:18","33","27","Personal Care","1086","6","Decent experience overall.","3","No","Yes"
"ORD044527","CUST0001","Swiggy Instamart","2024-12-11 19:23:31","27","24","Beverages","596","2","Will definitely order again!","4","No","No"
"ORD044528","CUST0002","Blinkit","2024-12-11 19:23:32","37","28","Fruits & Vegetables","204","4","Excellent experience!","4","No","No"
"ORD044529","CUST0001","JioMart","2024-12-11 19:23:51","22","15","Dairy","118","8","Good quality products.","5","No","No"
"ORD044530","CUST0499","Swiggy Instamart","2024-12-11 19:23:59","20","16","Dairy","533","4","Great value for money.","5","No","No"
"ORD044531","CUST0018","Swiggy Instamart","2024-12-11 19:24:11","26","47","Dairy","213","6","Will definitely order again!","5","Yes","No"
"ORD044532","CUST0001","Swiggy Instamart","2024-12-11 19:24:17","22","20","Dairy","496","2","Quick and reliable!","4","No","No"
"ORD044533","CUST0002","Blinkit","2024-12-11 19:24:27","29","23","Snacks","258","4","Very satisfied with the service.","4","No","No"
"ORD044534","CUST0001","Blinkit","2024-12-11 19:24:38","25","35","Beverages","453","6","Will definitely order again!","3","Yes","Yes"
"ORD044535","CUST0003","JioMart","2024-12-11 19:25:04","33","50","Personal Care","478","2","Delivery was a little slow but acceptable.","3","Yes","No"
"ORD044536","CUST0076","Swiggy Instamart","2024-12-11 19:26:26","28","20","Dairy","309","3","Quick and reliable!","4","No","No"
"ORD044537","CUST0003","Swiggy Instamart","2024-12-11 19:26:55","25","16","Dairy","206","4","Smooth ordering and quick delivery.","5","No","No"
"ORD044538","CUST0007","Blinkit","2024-12-11 19:27:07","24","13","Grocery","1491","2","Great value for money.","5","No","No"
"ORD044539","CUST0002","Swiggy Instamart","2024-12-11 19:27:46","22","34","Grocery","948","3","Delayed and poor communication.","2","Yes","Yes"
"ORD044540","CUST0001","Blinkit","2024-12-11 19:27:51","27","24","Snacks","408","6","Items missing from order.","2","No","Yes"
"ORD044541","CUST0007","Blinkit","2024-12-11 19:28:45","25","20","Beverages","616","3","Great value for money.","4","No","No"
"ORD044542","CUST0006","JioMart","2024-12-11 19:29:10","22","17","Grocery","919","5","Easy to order, loved it!","4","No","No"
"ORD044543","CUST0001","JioMart","2024-12-11 19:29:30","28","22","Beverages","469","7","Cold items arrived melted.","2","No","Yes"
"ORD044544","CUST0003","Blinkit","2024-12-11 19:29:52","26","18","Snacks","358","9","Not fresh, disappointed.","5","No","Yes"
"ORD044545","CUST0021","Swiggy Instamart","2024-12-11 19:31:48","23","19","Dairy","955","5","Good quality products.","4","No","No"
"ORD044546","CUST0001","Swiggy Instamart","2024-12-11 19:31:58","28","23","Beverages","1150","7","Smooth ordering and quick delivery.","5","No","No"
"ORD044547","CUST0001","Swiggy Instamart","2024-12-11 19:32:04","34","39","Fruits & Vegetables","450","4","Very late delivery, not happy.","1","Yes","Yes"
"ORD044548","CUST0007","Blinkit","2024-12-11 19:32:49","38","35","Personal Care","407","2","Packaging could be better.","3","No","No"
"ORD044549","CUST0001","JioMart","2024-12-11 19:34:35","41","68","Personal Care","824","2","Decent experience overall.","3","Yes","No"
"ORD044550","CUST0011","Swiggy Instamart","2024-12-11 19:35:10","36","31","Personal Care","515","1","Good quality products.","5","No","No"
"ORD044551","CUST0001","JioMart","2024-12-11 19:35:31","20","11","Grocery","393","4","Delivery person was rude.","2","No","Yes"
"ORD044552","CUST0001","JioMart","2024-12-11 19:36:34","37","35","Fruits & Vegetables","371","4","Excellent experience!","5","No","No"
"ORD044553","CUST0001","JioMart","2024-12-11 19:36:46","25","30","Snacks","160","5","Decent experience overall.","4","Yes","No"
"ORD044554","CUST0002","JioMart","2024-12-11 19:37:32","30","21","Beverages","679","3","Order was okay, nothing special.","3","No","No"
"ORD044555","CUST0002","Swiggy Instamart","2024-12-11 19:37:51","23","18","Grocery","1124","4","Wrong item delivered.","3","No","No"
"ORD044556","CUST0004","JioMart","2024-12-11 19:37:54","31","17","Beverages","408","9","Cold items arrived melted.","5","No","No"
"ORD044557","CUST0004","Blinkit","2024-12-11 19:38:21","24","19","Grocery","815","6","Very satisfied with the service.","3","No","Yes"
"ORD044558","CUST0001","JioMart","2024-12-11 19:38:57","38","34","Fruits & Vegetables","137","4","Horrible experience, never ordering again.","3","No","No"
"ORD044559","CUST0001","Blinkit","2024-12-11 19:39:40","39","35","Fruits & Vegetables","364","3","Quick and reliable!","4","No","No"
"ORD044560","CUST0029","Blinkit","2024-12-11 19:39:48","22","19","Dairy","272","2","Quick and reliable!","5","No","No"
"ORD044561","CUST0006","JioMart","2024-12-11 19:40:24","36","22","Snacks","140","4","Decent experience overall.","4","No","No"
"ORD044562","CUST0001","Swiggy Instamart","2024-12-11 19:41:52","40","38","Fruits & Vegetables","337","4","Cold items arrived melted.","3","No","No"
"ORD044563","CUST0001","JioMart","2024-12-11 19:42:06","21","16","Grocery","1300","5","Very satisfied with the service.","5","No","No"
