Order ID,Customer ID,Platform,Order Date & Time,Delivery Time (Minutes),Product Category,Order Value (INR),Customer Feedback,Service Rating,Delivery Delay,Refund Requested
ORD057723,CUST8310,Swiggy Instamart,51:29.5,34,Grocery,384,"Easy to order, loved it!",5,No,No
ORD057724,CUST6262,Swiggy Instamart,36:29.5,44,Fruits & Vegetables,559,Quick and reliable!,5,Yes,No
ORD057725,CUST6408,JioMart,56:29.5,17,Fruits & Vegetables,449,"Horrible experience, never ordering again.",1,No,Yes
ORD057726,CUST6454,JioMart,43:29.5,27,Grocery,210,Very satisfied with the service.,5,No,No
ORD057727,CUST7413,JioMart,40:29.5,21,Dairy,532,Packaging could be better.,3,No,No
ORD057728,CUST8449,Blinkit,29:29.5,18,Beverages,187,Wrong item delivered.,1,No,Yes
ORD057729,CUST8530,Swiggy Instamart,08:29.5,41,Snacks,203,"Not fresh, disappointed.",2,Yes,Yes
ORD057730,CUST5821,Swiggy Instamart,00:29.5,36,Dairy,557,Wrong item delivered.,1,No,Yes
ORD057731,CUST8862,Blinkit,22:29.5,34,Beverages,436,"Not fresh, disappointed.",2,No,Yes
ORD057732,CUST5059,Blinkit,44:29.5,38,Fruits & Vegetables,432,Delivery person was rude.,2,No,Yes
ORD057733,CUST7035,Blinkit,13:29.5,25,Snacks,248,Delivery person was rude.,2,No,Yes
ORD057734,CUST2833,Blinkit,37:29.5,11,Personal Care,1945,Quick and reliable!,5,No,No
ORD057735,CUST1706,Swiggy Instamart,19:29.5,24,Fruits & Vegetables,127,"Fast delivery, great service!",5,No,No
ORD057736,CUST7858,Blinkit,35:29.5,5,Beverages,690,"Not fresh, disappointed.",2,No,Yes
ORD057737,CUST8426,Blinkit,43:29.5,34,Beverages,693,"Horrible experience, never ordering again.",1,No,Yes
ORD057738,CUST5975,Swiggy Instamart,25:29.5,28,Snacks,192,Good quality products.,4,No,No
ORD057739,CUST5867,Swiggy Instamart,18:29.5,18,Dairy,592,"Very late delivery, not happy.",2,No,Yes
ORD057740,CUST5266,Swiggy Instamart,59:29.5,14,Beverages,387,"Easy to order, loved it!",5,No,No
ORD057741,CUST9324,Swiggy Instamart,03:29.5,23,Dairy,369,"Horrible experience, never ordering again.",1,No,Yes
ORD057742,CUST1695,JioMart,08:29.5,37,Snacks,374,Very satisfied with the service.,5,No,No
ORD057743,CUST9043,JioMart,25:29.5,14,Snacks,220,Good quality products.,4,No,No
ORD057744,CUST3039,JioMart,10:29.5,35,Dairy,624,Good quality products.,4,No,No
ORD057745,CUST7530,JioMart,46:29.5,31,Beverages,490,"Fast delivery, great service!",5,No,No
ORD057746,CUST8998,Swiggy Instamart,51:29.5,29,Dairy,667,Items missing from order.,2,No,Yes
ORD057747,CUST9055,JioMart,05:29.5,28,Dairy,772,Quick and reliable!,5,No,No
ORD057748,CUST9509,Blinkit,03:29.5,19,Snacks,414,Packaging could be better.,3,No,No
ORD057749,CUST9441,Blinkit,15:29.5,29,Beverages,759,Delivery person was rude.,2,No,Yes
ORD057750,CUST1857,Blinkit,42:29.5,27,Grocery,557,Wrong item delivered.,1,No,Yes
ORD057751,CUST4850,JioMart,35:29.5,32,Snacks,80,Very satisfied with the service.,5,No,No
ORD057752,CUST1297,JioMart,58:29.5,23,Personal Care,686,Quick and reliable!,5,No,No
ORD057753,CUST3714,Blinkit,00:29.5,22,Fruits & Vegetables,607,Items missing from order.,2,No,Yes
ORD057754,CUST5691,JioMart,49:29.5,33,Fruits & Vegetables,333,Delivery person was rude.,2,No,Yes
ORD057755,CUST3220,Swiggy Instamart,33:29.5,23,Snacks,85,Packaging could be better.,3,No,No
ORD057756,CUST4589,JioMart,11:29.5,36,Snacks,487,"Easy to order, loved it!",5,No,No
ORD057757,CUST1031,Blinkit,33:29.5,23,Dairy,579,Very satisfied with the service.,5,No,No
ORD057758,CUST1159,Blinkit,57:29.5,26,Fruits & Vegetables,345,Quick and reliable!,5,No,No
ORD057759,CUST4512,JioMart,06:29.5,29,Snacks,335,Good quality products.,4,No,No
ORD057760,CUST4675,JioMart,13:29.5,42,Personal Care,1271,"Easy to order, loved it!",5,Yes,No
ORD057761,CUST5958,Blinkit,49:29.5,27,Dairy,625,Very satisfied with the service.,5,No,No
ORD057762,CUST2976,Blinkit,54:29.5,41,Fruits & Vegetables,271,"Very late delivery, not happy.",2,Yes,Yes
ORD057763,CUST9739,JioMart,15:29.5,21,Beverages,555,Quick and reliable!,5,No,No
ORD057764,CUST8861,JioMart,28:29.5,7,Dairy,704,Delivery person was rude.,2,No,Yes
ORD057765,CUST2972,Blinkit,26:29.5,6,Beverages,576,Wrong item delivered.,1,No,Yes
ORD057766,CUST6245,Blinkit,42:29.5,27,Snacks,108,Excellent experience!,5,No,No
ORD057767,CUST6127,Blinkit,50:29.5,15,Personal Care,1017,"Not fresh, disappointed.",2,No,Yes
ORD057768,CUST1299,Blinkit,10:29.5,5,Snacks,154,Items missing from order.,2,No,Yes
ORD057769,CUST4210,Blinkit,48:29.5,29,Snacks,167,Delivery person was rude.,2,No,Yes
ORD057770,CUST4180,Blinkit,18:29.5,41,Dairy,572,"Very late delivery, not happy.",2,Yes,Yes
ORD057771,CUST1897,Blinkit,09:29.5,25,Dairy,470,Quick and reliable!,5,No,No
ORD057772,CUST4765,JioMart,30:29.5,30,Snacks,401,Wrong item delivered.,1,No,Yes
ORD057773,CUST9348,Swiggy Instamart,53:29.5,38,Personal Care,1152,Packaging could be better.,3,No,No
ORD057774,CUST1160,Swiggy Instamart,34:29.5,23,Beverages,230,Excellent experience!,5,No,No
ORD057775,CUST4119,JioMart,59:29.5,42,Grocery,1424,Delivery person was rude.,2,Yes,Yes
ORD057776,CUST7048,Swiggy Instamart,14:29.5,21,Fruits & Vegetables,658,Wrong item delivered.,1,No,Yes
ORD057777,CUST5415,JioMart,47:29.5,30,Dairy,586,"Fast delivery, great service!",5,No,No
ORD057778,CUST4371,JioMart,15:29.5,25,Snacks,71,"Horrible experience, never ordering again.",1,No,Yes
ORD057779,CUST2727,JioMart,04:29.5,28,Grocery,1284,"Not fresh, disappointed.",2,No,Yes
ORD057780,CUST5084,JioMart,37:29.5,49,Personal Care,1261,Quick and reliable!,5,Yes,No
ORD057781,CUST8225,Swiggy Instamart,03:29.5,23,Grocery,1491,"Very late delivery, not happy.",2,No,Yes
ORD057782,CUST4605,JioMart,52:29.5,13,Grocery,1060,Items missing from order.,2,No,Yes
ORD057783,CUST2791,Blinkit,59:29.5,48,Beverages,973,"Easy to order, loved it!",5,Yes,No
ORD057784,CUST3474,JioMart,00:29.5,31,Personal Care,1648,"Fast delivery, great service!",5,No,No
ORD057785,CUST7048,Swiggy Instamart,24:29.5,25,Dairy,312,Quick and reliable!,5,No,No
ORD057786,CUST1472,Swiggy Instamart,01:29.5,19,Snacks,168,"Not fresh, disappointed.",2,No,Yes
ORD057787,CUST5432,Swiggy Instamart,21:29.5,32,Dairy,399,"Not fresh, disappointed.",2,No,Yes
ORD057788,CUST9435,Swiggy Instamart,45:29.5,46,Fruits & Vegetables,157,Quick and reliable!,5,Yes,No
ORD057789,CUST9936,Blinkit,06:29.5,14,Fruits & Vegetables,78,Delivery person was rude.,2,No,Yes
ORD057790,CUST2774,JioMart,17:29.5,12,Snacks,110,Excellent experience!,5,No,No
ORD057791,CUST9865,Blinkit,02:29.5,24,Personal Care,474,"Horrible experience, never ordering again.",1,No,Yes
ORD057792,CUST9169,JioMart,52:29.5,15,Personal Care,981,Very satisfied with the service.,5,No,No
ORD057793,CUST6979,JioMart,36:29.5,27,Beverages,739,Delivery person was rude.,2,No,Yes
ORD057794,CUST8577,Blinkit,23:29.5,28,Grocery,1153,Items missing from order.,2,No,Yes
ORD057795,CUST4740,Blinkit,13:29.5,21,Fruits & Vegetables,396,"Not fresh, disappointed.",2,No,Yes
ORD057796,CUST3263,Swiggy Instamart,34:29.5,5,Snacks,352,"Very late delivery, not happy.",2,No,Yes
ORD057797,CUST3906,JioMart,13:29.5,34,Snacks,463,Items missing from order.,2,No,Yes
ORD057798,CUST3181,JioMart,50:29.5,48,Beverages,155,"Horrible experience, never ordering again.",1,Yes,Yes
ORD057799,CUST8880,JioMart,19:29.5,27,Dairy,680,"Easy to order, loved it!",5,No,No
ORD057800,CUST9604,JioMart,24:29.5,37,Snacks,471,Good quality products.,4,No,No
ORD057801,CUST1638,JioMart,15:29.5,24,Grocery,509,Items missing from order.,2,No,Yes
ORD057802,CUST3347,JioMart,45:29.5,28,Personal Care,966,"Fast delivery, great service!",5,No,No
ORD057803,CUST9551,Swiggy Instamart,09:29.5,39,Personal Care,1598,Excellent experience!,5,No,No
ORD057804,CUST4854,JioMart,32:29.5,29,Snacks,117,Very satisfied with the service.,5,No,No
ORD057805,CUST9839,Swiggy Instamart,19:29.5,50,Beverages,926,Wrong item delivered.,1,Yes,Yes
ORD057806,CUST7489,JioMart,56:29.5,34,Snacks,329,Very satisfied with the service.,5,No,No
ORD057807,CUST4451,JioMart,27:29.5,9,Dairy,673,"Easy to order, loved it!",5,No,No
ORD057808,CUST2542,Blinkit,36:29.5,37,Personal Care,436,Good quality products.,4,No,No
ORD057809,CUST1638,JioMart,16:29.5,19,Personal Care,1537,Quick and reliable!,5,No,No
ORD057810,CUST7873,Blinkit,05:29.5,32,Dairy,160,"Not fresh, disappointed.",2,No,Yes
ORD057811,CUST3924,Blinkit,30:29.5,43,Fruits & Vegetables,514,Quick and reliable!,5,Yes,No
ORD057812,CUST1511,Blinkit,31:29.5,20,Beverages,971,Very satisfied with the service.,5,No,No
ORD057813,CUST5529,Swiggy Instamart,52:29.5,45,Snacks,161,Packaging could be better.,3,Yes,No
ORD057814,CUST8026,Blinkit,19:29.5,34,Dairy,580,Excellent experience!,5,No,No
ORD057815,CUST8536,Blinkit,10:29.5,17,Snacks,295,"Very late delivery, not happy.",2,No,Yes
ORD057816,CUST7795,Blinkit,38:29.5,28,Dairy,325,Packaging could be better.,3,No,No
ORD057817,CUST4219,JioMart,20:29.5,37,Beverages,656,Very satisfied with the service.,5,No,No
ORD057818,CUST1660,Swiggy Instamart,47:29.5,22,Beverages,148,"Fast delivery, great service!",5,No,No
ORD057819,CUST4646,Swiggy Instamart,40:29.5,19,Dairy,743,"Horrible experience, never ordering again.",1,No,Yes
ORD057820,CUST9893,Swiggy Instamart,09:29.5,12,Beverages,443,"Very late delivery, not happy.",2,No,Yes
ORD057821,CUST2041,Swiggy Instamart,57:29.5,25,Dairy,169,"Very late delivery, not happy.",2,No,Yes
ORD057822,CUST7348,JioMart,59:29.5,35,Fruits & Vegetables,532,"Not fresh, disappointed.",2,No,Yes
ORD057823,CUST2104,Blinkit,15:29.5,28,Personal Care,1344,Quick and reliable!,5,No,No
ORD057824,CUST5217,JioMart,15:29.5,31,Dairy,409,"Easy to order, loved it!",5,No,No
ORD057825,CUST9934,Swiggy Instamart,38:29.5,26,Fruits & Vegetables,164,"Easy to order, loved it!",5,No,No
ORD057826,CUST7437,JioMart,10:29.5,20,Fruits & Vegetables,337,Wrong item delivered.,1,No,Yes
ORD057827,CUST8859,JioMart,33:29.5,35,Personal Care,1833,Quick and reliable!,5,No,No
ORD057828,CUST1640,Swiggy Instamart,00:29.5,38,Grocery,930,Good quality products.,4,No,No
ORD057829,CUST8662,Blinkit,02:29.5,23,Snacks,450,"Very late delivery, not happy.",2,No,Yes
ORD057830,CUST7223,JioMart,11:29.5,35,Dairy,608,Excellent experience!,5,No,No
ORD057831,CUST9811,Swiggy Instamart,39:29.5,27,Snacks,134,"Not fresh, disappointed.",2,No,Yes
ORD057832,CUST7667,JioMart,44:29.5,21,Snacks,432,Packaging could be better.,3,No,No
ORD057833,CUST5200,JioMart,45:29.5,46,Personal Care,819,"Not fresh, disappointed.",2,Yes,Yes
ORD057834,CUST5465,JioMart,24:29.5,31,Beverages,212,Excellent experience!,5,No,No
ORD057835,CUST5490,Blinkit,17:29.5,37,Snacks,110,Packaging could be better.,3,No,No
ORD057836,CUST2052,JioMart,46:29.5,33,Personal Care,914,Wrong item delivered.,1,No,Yes
ORD057837,CUST2966,JioMart,22:29.5,22,Beverages,545,Very satisfied with the service.,5,No,No
ORD057838,CUST9940,Blinkit,21:29.5,31,Snacks,433,Very satisfied with the service.,5,No,No
ORD057839,CUST6751,JioMart,20:29.5,45,Fruits & Vegetables,679,Very satisfied with the service.,5,Yes,No
ORD057840,CUST2341,JioMart,10:29.5,28,Grocery,1066,Excellent experience!,5,No,No
ORD057841,CUST1692,Blinkit,46:29.5,19,Snacks,107,"Horrible experience, never ordering again.",1,No,Yes
ORD057842,CUST2733,Swiggy Instamart,25:29.5,29,Fruits & Vegetables,453,Packaging could be better.,3,No,No
ORD057843,CUST6620,JioMart,20:29.5,40,Beverages,512,"Fast delivery, great service!",5,No,No
ORD057844,CUST5304,Swiggy Instamart,04:29.5,39,Dairy,403,Items missing from order.,2,No,Yes
ORD057845,CUST3727,Swiggy Instamart,20:29.5,22,Beverages,320,"Easy to order, loved it!",5,No,No
ORD057846,CUST8214,Swiggy Instamart,42:29.5,42,Fruits & Vegetables,686,Wrong item delivered.,1,Yes,Yes
ORD057847,CUST3871,Blinkit,04:29.5,41,Beverages,251,Quick and reliable!,5,Yes,No
ORD057848,CUST6290,Blinkit,13:29.5,38,Dairy,398,Packaging could be better.,3,No,No
ORD057849,CUST6476,JioMart,39:29.5,16,Fruits & Vegetables,402,Good quality products.,4,No,No
ORD057850,CUST8526,Swiggy Instamart,00:29.5,11,Dairy,734,Excellent experience!,5,No,No
ORD057851,CUST4744,Blinkit,09:29.5,54,Fruits & Vegetables,55,"Very late delivery, not happy.",2,Yes,Yes
ORD057852,CUST1241,Blinkit,58:29.5,28,Personal Care,261,Wrong item delivered.,1,No,Yes
ORD057853,CUST2678,Swiggy Instamart,45:29.5,21,Dairy,219,Quick and reliable!,5,No,No
ORD057854,CUST9259,Blinkit,05:29.5,24,Dairy,488,Wrong item delivered.,1,No,Yes
ORD057855,CUST1761,Swiggy Instamart,43:29.5,32,Personal Care,1926,Packaging could be better.,3,No,No
ORD057856,CUST9608,Blinkit,41:29.5,13,Personal Care,267,"Easy to order, loved it!",5,No,No
ORD057857,CUST9099,Swiggy Instamart,57:29.5,35,Dairy,312,Quick and reliable!,5,No,No
ORD057858,CUST3221,Blinkit,03:29.5,33,Snacks,411,"Horrible experience, never ordering again.",1,No,Yes
ORD057859,CUST6528,Blinkit,15:29.5,31,Personal Care,1078,"Fast delivery, great service!",5,No,No
ORD057860,CUST9243,Blinkit,46:29.5,39,Dairy,703,"Easy to order, loved it!",5,No,No
ORD057861,CUST5938,Blinkit,21:29.5,25,Grocery,1093,Items missing from order.,2,No,Yes
ORD057862,CUST3874,Swiggy Instamart,29:29.5,36,Grocery,923,"Easy to order, loved it!",5,No,No
ORD057863,CUST4674,JioMart,01:29.5,15,Grocery,740,Quick and reliable!,5,No,No
ORD057864,CUST1270,JioMart,54:29.5,26,Personal Care,1236,Excellent experience!,5,No,No
ORD057865,CUST3149,Blinkit,48:29.5,33,Fruits & Vegetables,66,"Not fresh, disappointed.",2,No,Yes
ORD057866,CUST3643,JioMart,28:29.5,21,Beverages,857,Good quality products.,4,No,No
ORD057867,CUST8788,Blinkit,11:29.5,33,Fruits & Vegetables,655,Quick and reliable!,5,No,No
ORD057868,CUST3944,JioMart,21:29.5,14,Personal Care,173,Delivery person was rude.,2,No,Yes
ORD057869,CUST8942,Blinkit,47:29.5,21,Personal Care,1115,Packaging could be better.,3,No,No
ORD057870,CUST7100,JioMart,24:29.5,14,Beverages,437,Delivery person was rude.,2,No,Yes
ORD057871,CUST3592,JioMart,51:29.5,38,Beverages,371,Delivery person was rude.,2,No,Yes
ORD057872,CUST2878,Blinkit,09:29.5,20,Snacks,62,Good quality products.,4,No,No
ORD057873,CUST6633,JioMart,39:29.5,30,Snacks,84,Quick and reliable!,5,No,No
ORD057874,CUST3753,Blinkit,40:29.5,23,Dairy,154,Very satisfied with the service.,5,No,No
ORD057875,CUST8981,JioMart,13:29.5,44,Dairy,405,"Very late delivery, not happy.",2,Yes,Yes
ORD057876,CUST3411,Swiggy Instamart,43:29.5,40,Snacks,350,Quick and reliable!,5,No,No
ORD057877,CUST4954,Swiggy Instamart,55:29.5,33,Personal Care,870,Excellent experience!,5,No,No
ORD057878,CUST2131,Swiggy Instamart,24:29.5,48,Grocery,758,"Horrible experience, never ordering again.",1,Yes,Yes
ORD057879,CUST2975,Blinkit,19:29.5,28,Snacks,404,"Easy to order, loved it!",5,No,No
ORD057880,CUST5364,Blinkit,44:29.5,20,Snacks,236,Good quality products.,4,No,No
ORD057881,CUST4630,Blinkit,49:29.5,40,Snacks,104,Delivery person was rude.,2,No,Yes
ORD057882,CUST5705,Swiggy Instamart,33:29.5,15,Fruits & Vegetables,296,Wrong item delivered.,1,No,Yes
ORD057883,CUST2110,JioMart,58:29.5,30,Beverages,212,Items missing from order.,2,No,Yes
ORD057884,CUST7325,Blinkit,37:29.5,33,Dairy,610,Excellent experience!,5,No,No
ORD057885,CUST7286,Swiggy Instamart,05:29.5,33,Grocery,1347,"Easy to order, loved it!",5,No,No
ORD057886,CUST4831,Blinkit,01:29.5,42,Snacks,140,"Easy to order, loved it!",5,Yes,No
ORD057887,CUST9882,Blinkit,22:29.5,48,Beverages,706,Packaging could be better.,3,Yes,No
ORD057888,CUST3599,JioMart,09:29.5,23,Snacks,417,"Not fresh, disappointed.",2,No,Yes
ORD057889,CUST7847,Blinkit,14:29.5,33,Dairy,418,Packaging could be better.,3,No,No
ORD057890,CUST8569,Blinkit,19:29.5,34,Personal Care,1674,Excellent experience!,5,No,No
ORD057891,CUST8194,JioMart,27:29.5,36,Dairy,738,Packaging could be better.,3,No,No
ORD057892,CUST6986,Blinkit,51:29.5,34,Snacks,315,"Fast delivery, great service!",5,No,No
ORD057893,CUST8195,Blinkit,04:29.5,22,Grocery,898,Packaging could be better.,3,No,No
ORD057894,CUST3160,JioMart,14:29.5,25,Grocery,859,"Very late delivery, not happy.",2,No,Yes
ORD057895,CUST8620,Blinkit,32:29.5,14,Grocery,669,"Horrible experience, never ordering again.",1,No,Yes
ORD057896,CUST8221,Blinkit,58:29.5,20,Dairy,266,Good quality products.,4,No,No
ORD057897,CUST8637,Swiggy Instamart,20:29.5,19,Beverages,999,Very satisfied with the service.,5,No,No
ORD057898,CUST2795,JioMart,43:29.5,27,Fruits & Vegetables,384,"Horrible experience, never ordering again.",1,No,Yes
ORD057899,CUST9338,Swiggy Instamart,39:29.5,42,Dairy,794,Quick and reliable!,5,Yes,No
ORD057900,CUST5507,JioMart,39:29.5,26,Fruits & Vegetables,575,Excellent experience!,5,No,No
ORD057901,CUST7674,Blinkit,24:29.5,44,Dairy,533,Very satisfied with the service.,5,Yes,No
ORD057902,CUST1435,Swiggy Instamart,41:29.5,11,Fruits & Vegetables,606,"Fast delivery, great service!",5,No,No
ORD057903,CUST6775,Swiggy Instamart,48:29.5,25,Beverages,489,Items missing from order.,2,No,Yes
ORD057904,CUST4091,Swiggy Instamart,27:29.5,29,Snacks,51,Very satisfied with the service.,5,No,No
ORD057905,CUST5934,Swiggy Instamart,13:29.5,43,Beverages,810,"Easy to order, loved it!",5,Yes,No
ORD057906,CUST7456,JioMart,47:29.5,38,Personal Care,1454,Packaging could be better.,3,No,No
ORD057907,CUST6429,Blinkit,16:29.5,40,Dairy,729,Good quality products.,4,No,No
ORD057908,CUST8214,Blinkit,11:29.5,31,Snacks,433,Items missing from order.,2,No,Yes
ORD057909,CUST5692,Swiggy Instamart,20:29.5,30,Fruits & Vegetables,344,Excellent experience!,5,No,No
ORD057910,CUST1998,Blinkit,55:29.5,46,Grocery,411,Very satisfied with the service.,5,Yes,No
ORD057911,CUST7242,Blinkit,18:29.5,28,Snacks,365,Items missing from order.,2,No,Yes
ORD057912,CUST9818,JioMart,15:29.5,29,Grocery,1436,Good quality products.,4,No,No
ORD057913,CUST4805,Blinkit,22:29.5,23,Snacks,373,"Fast delivery, great service!",5,No,No
ORD057914,CUST5252,Blinkit,54:29.5,37,Fruits & Vegetables,354,Quick and reliable!,5,No,No
ORD057915,CUST9748,Blinkit,11:29.5,27,Dairy,533,Items missing from order.,2,No,Yes
ORD057916,CUST8154,Blinkit,16:29.5,34,Beverages,743,"Horrible experience, never ordering again.",1,No,Yes
ORD057917,CUST9256,Swiggy Instamart,49:29.5,28,Grocery,760,Packaging could be better.,3,No,No
ORD057918,CUST9023,JioMart,34:29.5,38,Beverages,267,"Fast delivery, great service!",5,No,No
ORD057919,CUST2537,JioMart,03:29.5,26,Grocery,1395,"Not fresh, disappointed.",2,No,Yes
ORD057920,CUST7997,JioMart,46:29.5,27,Snacks,147,Packaging could be better.,3,No,No
ORD057921,CUST5756,Blinkit,17:29.5,35,Beverages,179,Items missing from order.,2,No,Yes
ORD057922,CUST7562,Swiggy Instamart,49:29.5,37,Grocery,1003,"Very late delivery, not happy.",2,No,Yes
ORD057923,CUST3593,JioMart,19:29.5,35,Snacks,217,Good quality products.,4,No,No
ORD057924,CUST3061,Swiggy Instamart,28:29.5,33,Beverages,111,Delivery person was rude.,2,No,Yes
ORD057925,CUST2529,JioMart,28:29.5,32,Beverages,209,Excellent experience!,5,No,No
ORD057926,CUST9151,Swiggy Instamart,16:29.5,28,Grocery,372,Very satisfied with the service.,5,No,No
ORD057927,CUST8869,Blinkit,11:29.5,45,Snacks,259,"Very late delivery, not happy.",2,Yes,Yes
ORD057928,CUST4162,Blinkit,33:29.5,26,Grocery,866,"Easy to order, loved it!",5,No,No
ORD057929,CUST7383,JioMart,39:29.5,35,Fruits & Vegetables,93,Packaging could be better.,3,No,No
ORD057930,CUST1318,JioMart,33:29.5,34,Snacks,267,"Fast delivery, great service!",5,No,No
ORD057931,CUST6335,JioMart,25:29.5,13,Dairy,145,Items missing from order.,2,No,Yes
ORD057932,CUST4955,Blinkit,33:29.5,26,Dairy,227,Delivery person was rude.,2,No,Yes
ORD057933,CUST1033,Blinkit,21:29.5,44,Beverages,750,"Very late delivery, not happy.",2,Yes,Yes
ORD057934,CUST9908,JioMart,44:29.5,34,Dairy,541,Good quality products.,4,No,No
ORD057935,CUST2054,JioMart,39:29.5,49,Grocery,757,Items missing from order.,2,Yes,Yes
ORD057936,CUST2399,Blinkit,01:29.5,26,Snacks,275,Packaging could be better.,3,No,No
ORD057937,CUST1210,JioMart,57:29.5,32,Grocery,1317,Excellent experience!,5,No,No
ORD057938,CUST1382,JioMart,47:29.5,37,Beverages,924,Packaging could be better.,3,No,No
ORD057939,CUST1523,JioMart,56:29.5,24,Beverages,990,Delivery person was rude.,2,No,Yes
ORD057940,CUST8899,Blinkit,48:29.5,26,Beverages,910,Quick and reliable!,5,No,No
ORD057941,CUST8715,Blinkit,22:29.5,18,Snacks,58,"Horrible experience, never ordering again.",1,No,Yes
ORD057942,CUST9854,Swiggy Instamart,06:29.5,26,Snacks,221,"Horrible experience, never ordering again.",1,No,Yes
ORD057943,CUST4874,Swiggy Instamart,50:29.5,32,Personal Care,266,Wrong item delivered.,1,No,Yes
ORD057944,CUST2915,Swiggy Instamart,08:29.5,48,Fruits & Vegetables,353,Packaging could be better.,3,Yes,No
ORD057945,CUST9493,Swiggy Instamart,19:29.5,36,Personal Care,1362,Very satisfied with the service.,5,No,No
ORD057946,CUST3563,JioMart,54:29.5,16,Snacks,498,"Horrible experience, never ordering again.",1,No,Yes
ORD057947,CUST7694,Blinkit,47:29.5,32,Grocery,611,Packaging could be better.,3,No,No
ORD057948,CUST4331,Blinkit,26:29.5,22,Beverages,790,"Fast delivery, great service!",5,No,No
ORD057949,CUST8808,Swiggy Instamart,03:29.5,17,Fruits & Vegetables,422,Items missing from order.,2,No,Yes
ORD057950,CUST5098,JioMart,08:29.5,41,Fruits & Vegetables,359,"Easy to order, loved it!",5,Yes,No
ORD057951,CUST2158,Blinkit,22:29.5,29,Grocery,626,"Easy to order, loved it!",5,No,No
ORD057952,CUST9847,Blinkit,09:29.5,24,Beverages,895,"Fast delivery, great service!",5,No,No
ORD057953,CUST8940,JioMart,49:29.5,43,Snacks,317,Packaging could be better.,3,Yes,No
ORD057954,CUST1780,JioMart,34:29.5,20,Beverages,269,Delivery person was rude.,2,No,Yes
ORD057955,CUST4404,Swiggy Instamart,15:29.5,23,Beverages,233,"Fast delivery, great service!",5,No,No
ORD057956,CUST4005,Swiggy Instamart,47:29.5,47,Beverages,423,"Very late delivery, not happy.",2,Yes,Yes
ORD057957,CUST4046,JioMart,14:29.5,39,Grocery,268,Excellent experience!,5,No,No
ORD057958,CUST6205,Blinkit,53:29.5,34,Fruits & Vegetables,437,Packaging could be better.,3,No,No
ORD057959,CUST1926,JioMart,57:29.5,42,Personal Care,207,"Fast delivery, great service!",5,Yes,No
ORD057960,CUST9441,JioMart,44:29.5,28,Personal Care,264,Very satisfied with the service.,5,No,No
ORD057961,CUST2449,Blinkit,11:29.5,16,Snacks,102,Very satisfied with the service.,5,No,No
ORD057962,CUST4258,Blinkit,05:29.5,30,Personal Care,1350,"Not fresh, disappointed.",2,No,Yes
ORD057963,CUST4782,Swiggy Instamart,05:29.5,17,Fruits & Vegetables,168,Wrong item delivered.,1,No,Yes
ORD057964,CUST3459,JioMart,17:29.5,34,Snacks,168,"Very late delivery, not happy.",2,No,Yes
ORD057965,CUST3636,Swiggy Instamart,19:29.5,50,Personal Care,1816,Excellent experience!,5,Yes,No
ORD057966,CUST8778,JioMart,05:29.5,29,Fruits & Vegetables,264,Items missing from order.,2,No,Yes
ORD057967,CUST5230,JioMart,34:29.5,30,Grocery,1244,"Easy to order, loved it!",5,No,No
ORD057968,CUST5769,Blinkit,08:29.5,35,Fruits & Vegetables,592,Delivery person was rude.,2,No,Yes
ORD057969,CUST7048,JioMart,07:29.5,39,Grocery,1029,"Fast delivery, great service!",5,No,No
ORD057970,CUST5343,JioMart,21:29.5,47,Fruits & Vegetables,658,Packaging could be better.,3,Yes,No
ORD057971,CUST6734,Blinkit,25:29.5,37,Beverages,605,"Not fresh, disappointed.",2,No,Yes
ORD057972,CUST5646,Blinkit,20:29.5,53,Personal Care,498,Very satisfied with the service.,5,Yes,No
ORD057973,CUST5639,Blinkit,12:29.5,26,Fruits & Vegetables,673,Delivery person was rude.,2,No,Yes
ORD057974,CUST8900,JioMart,40:29.5,29,Personal Care,409,Delivery person was rude.,2,No,Yes
ORD057975,CUST3626,Blinkit,56:29.5,26,Dairy,405,Packaging could be better.,3,No,No
ORD057976,CUST8269,JioMart,10:29.5,36,Snacks,340,"Fast delivery, great service!",5,No,No
ORD057977,CUST9498,Swiggy Instamart,43:29.5,52,Beverages,699,Good quality products.,4,Yes,No
ORD057978,CUST9098,Blinkit,16:29.5,25,Grocery,948,"Very late delivery, not happy.",2,No,Yes
ORD057979,CUST3862,Swiggy Instamart,29:29.5,33,Dairy,198,Wrong item delivered.,1,No,Yes
ORD057980,CUST5754,Swiggy Instamart,22:29.5,24,Personal Care,885,"Fast delivery, great service!",5,No,No
ORD057981,CUST5631,Blinkit,20:29.5,22,Beverages,370,"Very late delivery, not happy.",2,No,Yes
ORD057982,CUST8175,Blinkit,27:29.5,30,Beverages,497,Delivery person was rude.,2,No,Yes
ORD057983,CUST8531,JioMart,54:29.5,32,Snacks,228,"Not fresh, disappointed.",2,No,Yes
ORD057984,CUST2242,Blinkit,43:29.5,18,Dairy,516,Excellent experience!,5,No,No
ORD057985,CUST8464,Swiggy Instamart,03:29.5,38,Dairy,140,"Fast delivery, great service!",5,No,No
ORD057986,CUST6108,Swiggy Instamart,06:29.5,28,Beverages,261,Excellent experience!,5,No,No
ORD057987,CUST1388,Swiggy Instamart,01:29.5,39,Personal Care,396,Quick and reliable!,5,No,No
